treat,age,education,black,hispanic,married,nodegree,re74,re75,re78
323,0.0,19.0,10.0,1.0,0.0,0.0,1.0,0.0,0.0,5286.396
324,0.0,18.0,9.0,1.0,0.0,0.0,1.0,0.0,0.0,12486.17
325,0.0,18.0,9.0,1.0,0.0,0.0,1.0,0.0,0.0,10877.35
326,0.0,18.0,10.0,1.0,0.0,0.0,1.0,0.0,0.0,202.2847
327,0.0,17.0,10.0,1.0,0.0,0.0,1.0,0.0,0.0,2657.705
328,0.0,18.0,7.0,1.0,0.0,0.0,1.0,0.0,0.0,4132.577
329,0.0,18.0,11.0,1.0,0.0,0.0,1.0,0.0,0.0,11303.14
330,0.0,19.0,10.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
331,0.0,18.0,9.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
332,0.0,17.0,10.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
333,0.0,17.0,10.0,1.0,0.0,0.0,1.0,0.0,0.0,2189.426
334,0.0,19.0,11.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
335,0.0,17.0,8.0,0.0,0.0,0.0,1.0,0.0,0.0,10210.99
336,0.0,18.0,10.0,1.0,0.0,0.0,1.0,0.0,0.0,11048.08
337,0.0,18.0,9.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
338,0.0,17.0,8.0,1.0,0.0,0.0,1.0,0.0,0.0,8993.865
339,0.0,19.0,6.0,0.0,1.0,0.0,1.0,0.0,0.0,5071.801
340,0.0,19.0,10.0,0.0,0.0,0.0,1.0,0.0,0.0,3194.01
341,0.0,17.0,11.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
342,0.0,20.0,9.0,1.0,0.0,0.0,1.0,0.0,0.0,5193.089
343,0.0,17.0,9.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
344,0.0,17.0,10.0,1.0,0.0,0.0,1.0,0.0,0.0,275.5661
345,0.0,17.0,9.0,1.0,0.0,0.0,1.0,0.0,0.0,3590.702
346,0.0,19.0,11.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
347,0.0,19.0,10.0,1.0,0.0,1.0,1.0,0.0,0.0,12797.67
348,0.0,20.0,9.0,1.0,0.0,0.0,1.0,0.0,0.0,2035.914
349,0.0,18.0,9.0,1.0,0.0,0.0,1.0,0.0,0.0,2389.679
350,0.0,18.0,11.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
351,0.0,17.0,10.0,0.0,1.0,0.0,1.0,0.0,0.0,8469.275
352,0.0,19.0,11.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
353,0.0,17.0,10.0,1.0,0.0,0.0,1.0,0.0,0.0,1143.387
354,0.0,17.0,9.0,0.0,1.0,0.0,1.0,0.0,0.0,5114.814
355,0.0,18.0,10.0,1.0,0.0,0.0,1.0,0.0,0.0,781.2243
356,0.0,21.0,9.0,1.0,0.0,0.0,1.0,591.4991,0.0,3343.224
357,0.0,18.0,10.0,1.0,0.0,0.0,1.0,1563.249,0.0,9602.439
358,0.0,19.0,11.0,1.0,0.0,0.0,1.0,1626.623,0.0,0.0
359,0.0,24.0,9.0,1.0,0.0,0.0,1.0,2788.498,0.0,16461.57
360,0.0,28.0,11.0,0.0,1.0,1.0,1.0,3472.948,0.0,6771.622
361,0.0,25.0,11.0,1.0,0.0,0.0,1.0,5281.245,0.0,0.0
362,0.0,21.0,7.0,1.0,0.0,0.0,1.0,33799.95,0.0,11011.57
363,0.0,39.0,11.0,1.0,0.0,0.0,1.0,0.0,83.68964,0.0
364,0.0,36.0,12.0,1.0,0.0,0.0,0.0,0.0,142.3973,0.0
365,0.0,24.0,12.0,1.0,0.0,0.0,0.0,0.0,159.8847,0.0
366,0.0,17.0,11.0,1.0,0.0,0.0,1.0,989.2678,165.2077,4251.127
367,0.0,18.0,10.0,1.0,0.0,0.0,1.0,960.4268,240.1067,2891.668
368,0.0,18.0,10.0,1.0,0.0,0.0,1.0,0.0,273.5525,5514.365
369,0.0,28.0,10.0,1.0,0.0,0.0,1.0,1471.293,367.8234,4858.895
370,0.0,27.0,13.0,0.0,0.0,0.0,0.0,5214.306,474.5018,4812.576
371,0.0,31.0,12.0,0.0,0.0,0.0,0.0,0.0,494.643,0.0
372,0.0,22.0,9.0,1.0,0.0,0.0,1.0,0.0,506.4076,604.1987
373,0.0,31.0,10.0,1.0,0.0,0.0,1.0,0.0,520.4463,14527.88
374,0.0,26.0,10.0,1.0,0.0,1.0,1.0,6140.367,558.7734,0.0
375,0.0,18.0,9.0,0.0,0.0,0.0,1.0,0.0,559.596,7300.498
376,0.0,23.0,11.0,1.0,0.0,0.0,1.0,6382.309,580.7901,0.0
377,0.0,20.0,12.0,1.0,0.0,0.0,0.0,0.0,591.8151,4159.919
378,0.0,19.0,10.0,1.0,0.0,0.0,1.0,0.0,604.1539,0.0
379,0.0,18.0,11.0,1.0,0.0,0.0,1.0,1064.699,645.2723,5497.591
380,0.0,17.0,10.0,1.0,0.0,0.0,1.0,0.0,664.569,0.0
381,0.0,27.0,12.0,1.0,0.0,1.0,0.0,0.0,752.3901,0.0
382,0.0,27.0,11.0,1.0,0.0,0.0,1.0,3065.194,766.2986,0.0
383,0.0,28.0,12.0,0.0,0.0,0.0,0.0,0.0,803.343,16477.02
384,0.0,28.0,11.0,1.0,0.0,0.0,1.0,2431.949,863.4795,0.0
385,0.0,21.0,10.0,1.0,0.0,0.0,1.0,6661.063,1162.362,39483.53
386,0.0,17.0,10.0,0.0,1.0,0.0,1.0,4905.119,1168.902,11306.27
387,0.0,26.0,11.0,1.0,0.0,0.0,1.0,4699.963,1174.991,6672.021
388,0.0,29.0,9.0,1.0,0.0,0.0,1.0,0.0,1203.824,9378.653
389,0.0,17.0,10.0,0.0,1.0,0.0,1.0,1203.609,1239.628,5088.986
390,0.0,22.0,11.0,1.0,0.0,0.0,1.0,7914.131,1321.66,2639.29
391,0.0,24.0,11.0,1.0,0.0,0.0,1.0,0.0,1327.993,9495.902
392,0.0,20.0,12.0,1.0,0.0,0.0,0.0,557.6988,1371.473,20893.11
393,0.0,18.0,12.0,1.0,0.0,0.0,0.0,0.0,1405.512,0.0
394,0.0,24.0,11.0,0.0,0.0,0.0,1.0,2669.725,1468.383,10361.69
395,0.0,21.0,9.0,0.0,0.0,0.0,1.0,2988.412,1577.167,1740.199
396,0.0,30.0,8.0,1.0,0.0,0.0,1.0,0.0,1706.657,0.0
397,0.0,31.0,11.0,1.0,0.0,0.0,1.0,17711.88,1726.445,0.0
398,0.0,17.0,10.0,0.0,1.0,0.0,1.0,1442.681,1734.559,6354.194
399,0.0,19.0,9.0,1.0,0.0,0.0,1.0,8409.627,1778.089,7171.0
400,0.0,23.0,11.0,1.0,0.0,0.0,1.0,0.0,1896.023,5573.547
401,0.0,22.0,12.0,1.0,0.0,0.0,0.0,4380.017,2003.68,439.6881
402,0.0,29.0,12.0,1.0,0.0,0.0,0.0,22859.44,2080.209,16969.95
403,0.0,22.0,10.0,1.0,0.0,0.0,1.0,0.0,2174.955,5344.021
404,0.0,29.0,13.0,1.0,0.0,0.0,0.0,718.2492,2265.579,2725.322
405,0.0,19.0,11.0,1.0,0.0,0.0,1.0,721.3406,2445.589,9772.283
406,0.0,17.0,9.0,1.0,0.0,0.0,1.0,0.0,2595.267,0.0
407,0.0,18.0,10.0,1.0,0.0,0.0,1.0,1716.509,2682.125,0.0
408,0.0,19.0,12.0,1.0,0.0,0.0,0.0,8417.0,2814.195,1720.907
409,0.0,20.0,6.0,1.0,0.0,0.0,1.0,6006.879,2850.61,0.0
410,0.0,33.0,11.0,1.0,0.0,0.0,1.0,10523.83,2899.82,18859.89
411,0.0,36.0,11.0,0.0,1.0,0.0,1.0,5443.734,3063.878,1324.542
412,0.0,25.0,11.0,1.0,0.0,0.0,1.0,15209.99,3072.726,284.6584
413,0.0,19.0,11.0,1.0,0.0,0.0,1.0,3504.014,3285.68,11195.93
414,0.0,23.0,8.0,1.0,0.0,0.0,1.0,7724.283,3403.056,0.0
415,0.0,17.0,11.0,1.0,0.0,0.0,1.0,4080.73,3796.029,0.0
416,0.0,43.0,10.0,1.0,0.0,0.0,1.0,2502.868,4128.443,7565.273
417,0.0,26.0,11.0,1.0,0.0,1.0,1.0,0.0,4184.732,0.0
418,0.0,27.0,11.0,1.0,0.0,1.0,1.0,0.0,4491.884,0.0
419,0.0,19.0,11.0,1.0,0.0,0.0,1.0,6337.492,4503.064,0.0
420,0.0,28.0,11.0,1.0,0.0,1.0,1.0,8593.163,5393.895,4974.586
421,0.0,28.0,12.0,1.0,0.0,1.0,0.0,10585.13,5551.456,12780.02
422,0.0,26.0,8.0,1.0,0.0,0.0,1.0,1126.29,5562.598,3523.578
423,0.0,31.0,12.0,1.0,0.0,0.0,0.0,0.0,5613.909,0.0
424,0.0,23.0,11.0,1.0,0.0,0.0,1.0,7617.362,5716.407,10274.84
425,0.0,20.0,12.0,1.0,0.0,0.0,0.0,7182.492,6004.728,4779.72
426,0.0,28.0,10.0,1.0,0.0,1.0,1.0,8293.345,6449.48,16988.18
427,0.0,39.0,12.0,1.0,0.0,1.0,0.0,19785.32,6608.137,499.2572
428,0.0,21.0,8.0,1.0,0.0,0.0,1.0,39570.68,6608.304,3083.581
429,0.0,22.0,11.0,1.0,0.0,0.0,1.0,8810.067,6974.484,3708.719
430,0.0,20.0,11.0,1.0,0.0,0.0,1.0,8009.164,7666.875,7659.218
431,0.0,21.0,11.0,0.0,1.0,0.0,1.0,2992.534,8920.471,20857.84
432,0.0,23.0,12.0,0.0,1.0,0.0,0.0,5721.696,8960.684,7078.178
433,0.0,29.0,9.0,1.0,0.0,0.0,1.0,9268.943,9160.693,0.0
434,0.0,28.0,9.0,1.0,0.0,1.0,1.0,10222.41,9210.447,1239.844
435,0.0,30.0,11.0,1.0,0.0,1.0,1.0,0.0,9311.938,3982.801
436,0.0,25.0,10.0,1.0,0.0,1.0,1.0,13519.97,9319.444,0.0
437,0.0,28.0,11.0,1.0,0.0,1.0,1.0,824.3889,10033.91,0.0
438,0.0,22.0,10.0,0.0,0.0,0.0,1.0,27864.36,10598.67,7094.92
439,0.0,44.0,9.0,1.0,0.0,1.0,1.0,12260.78,10857.24,12359.31
440,0.0,21.0,9.0,1.0,0.0,0.0,1.0,31886.43,12357.22,0.0
441,0.0,28.0,11.0,1.0,0.0,0.0,1.0,17491.45,13371.25,0.0
442,0.0,29.0,9.0,0.0,1.0,0.0,1.0,9594.308,16341.16,16900.3
443,0.0,25.0,9.0,1.0,0.0,1.0,1.0,24731.62,16946.63,7343.964
444,0.0,22.0,10.0,0.0,0.0,1.0,1.0,25720.92,23031.98,5448.801
